0	0	-121.904167	41.974556
0	1	-121.902153	41.974766
0	2	-121.89679	41.988075
0	3	-121.889603	41.998032
0	4	-121.886681	42.008739
0	5	-121.915062	41.970314
0	6	-121.910088	41.973942
0	7	-121.916199	41.969482
0	8	-121.903198	41.968456
0	9	-122.553284	41.895241
0	10	-122.542992	41.903084
0	11	-122.546921	41.915726
0	12	-122.520287	41.907001
0	13	-122.503967	41.906689
0	14	-122.472076	41.911068
0	15	-122.463829	41.914925
0	16	-122.454803	41.92387
0	17	-122.440536	41.946377
0	18	-122.440498	41.956013
0	19	-122.444801	41.969555
0	20	-122.442436	41.97747
0	21	-122.43322	41.98436
0	22	-122.42466	41.98502
0	23	-122.412811	41.983322
0	24	-122.402168	41.988213
0	25	-122.390503	41.988567
0	26	-122.38401	41.991646
0	27	-122.376556	41.984219
0	28	-122.372299	41.984661
0	29	-122.352539	42.00124
0	30	-122.345123	42.010807
0	31	-122.340134	42.017231
0	32	-122.604172	42.012905
0	33	-122.606087	42.009228
0	34	-122.595833	41.973843
0	35	-122.592934	41.963806
0	36	-122.560463	41.912502
0	37	-122.552147	41.892521
0	38	-122.554909	41.879074
0	39	-122.568123	41.852474
0	40	-121.170708	42.001575
0	41	-121.155724	41.992962
0	42	-121.134956	41.973145
0	43	-121.11747	41.9603
0	44	-121.093819	41.951584
0	45	-121.092003	41.950382
0	46	-121.074501	41.938805
0	47	-121.061203	41.923958
0	48	-121.054169	41.920101
0	49	-121.035004	41.918304
0	50	-121.025291	41.920048
0	51	-120.997559	41.918797
0	52	-120.991028	41.913082
0	53	-120.976509	41.893463
0	54	-120.9636	41.887257
0	55	-120.961922	41.886448
0	56	-120.956833	41.879074
0	57	-120.954468	41.866791
0	58	-120.941002	41.848732
0	59	-124.013367	41.851032
0	60	-123.996857	41.851871
0	61	-123.965439	41.84885
0	62	-123.938553	41.842316
0	63	-123.926064	41.843346
0	64	-123.91436	41.84869
0	65	-123.903633	41.859707
0	66	-123.882622	41.86702
0	67	-123.861351	41.869293
0	68	-123.85907	41.870441
0	69	-123.854073	41.872967
0	70	-123.842049	41.883606
0	71	-123.828903	41.886963
0	72	-123.768227	41.913971
0	73	-123.765663	41.929516
0	74	-123.746162	41.954208
0	75	-123.745438	41.95512
0	76	-123.744003	41.977943
0	77	-123.727364	41.986324
0	78	-123.717239	41.994991
0	79	-123.714432	42.000217
0	80	-123.7164	42.004215
0	81	-122.58165	41.846039
0	82	-122.587051	41.841614
0	83	-122.809334	41.877716
0	84	-122.804764	41.878746
0	85	-122.78611	41.876537
0	86	-122.764664	41.867592
0	87	-122.746002	41.868587
0	88	-122.728844	41.872257
0	89	-122.718941	41.871635
0	90	-122.711617	41.875465
0	91	-122.705437	41.875103
0	92	-122.687073	41.859562
0	93	-122.671944	41.852329
0	94	-122.660439	41.847984
0	95	-122.641037	41.840649
0	96	-122.634933	41.840969
0	97	-122.624329	41.845882
0	98	-122.611794	41.846535
0	99	-120.758133	41.826836
0	100	-120.761414	41.832542
0	101	-120.749924	41.844856
0	102	-120.745438	41.856468
0	103	-120.74614	41.867668
0	104	-120.749947	41.879444
0	105	-120.74987	41.892735
0	106	-120.747299	41.905422
0	107	-120.757156	41.920654
0	108	-120.772293	41.936382
0	109	-120.774429	41.942982
0	110	-120.782631	41.968315
0	111	-120.799713	41.980766
0	112	-120.80349	41.996441
0	113	-120.806999	41.998379
0	114	-120.811546	41.997528
0	115	-120.818581	41.992008
0	116	-120.826927	41.992626
0	117	-120.831673	41.994747
0	118	-120.842659	41.993435
0	119	-120.879417	41.9818
0	120	-120.883034	41.980022
0	121	-120.892517	41.975365
0	122	-120.897812	41.976318
0	123	-120.914307	41.988773
0	124	-120.922256	41.997417
0	125	-120.922523	41.999634
0	126	-120.923027	41.841377
0	127	-120.911797	41.847977
